percentile,1.wrk
1.00,13.967
1.11,14.087
1.25,15.047
1.43,16.015
1.67,16.543
2.00,16.687
2.22,16.911
2.50,16.911
2.86,16.943
3.33,17.423
4.00,17.679
4.44,18.047
5.00,18.047
5.71,19.135
6.67,19.135
8.00,19.311
8.89,19.311
10.00,19.311
11.43,19.807
13.33,19.807
16.00,19.807
17.78,19.807
20.00,19.807
22.86,24.703
inf,24.703
